CUSTOMER_CODE,INVOICE_CODE,AMOUNT,DATE
CUST0000062973,IN00012146,844.99,16-10-2013
CUST0000079904,IN00075991,275.24,03-10-2016
CUST0000097859,IN00020661,941.08,10-07-2020
CUST0000032514,IN00028363,534.27,04-06-2016
CUST0000010207,IN00081946,173.65,02-10-2021
CUST0000085174,IN00025332,641.58,09-01-2014
CUST0000051407,IN00073773,385.61,08-12-2011
CUST0000032708,IN00065280,552.53,05-06-2017
CUST0000078085,IN00026197,753,31-07-2016
CUST0000003021,IN00005827,509.36,14-03-2021
CUST0000097017,IN00038298,723.99,01-09-2011
CUST0000065424,IN00074769,227.23,10-01-2017
CUST0000093504,IN00069806,363.87,31-05-2018
CUST0000035441,IN00036357,568.44,29-11-2011
CUST0000037226,IN00013692,302.38,24-12-2014
CUST0000016979,IN00022506,574.68,10-05-2015
CUST0000042834,IN00092927,133.28,04-06-2016
CUST0000017438,IN00060264,153.05,01-11-2021
CUST0000020822,IN00065063,280.53,24-05-2015
CUST0000041076,IN00021716,564.74,07-06-2020
CUST0000027200,IN00017322,209.58,30-11-2019
CUST0000081001,IN00018218,965.73,14-09-2021
CUST0000017039,IN00061374,371.02,28-05-2021
CUST0000045759,IN00017917,463.52,17-03-2014
CUST0000027461,IN00074921,448.82,27-03-2012
CUST0000090011,IN00070985,337.22,29-06-2012
CUST0000094678,IN00029648,973.31,07-11-2013
CUST0000015442,IN00042199,861.98,04-05-2011
CUST0000054620,IN00015580,119.38,12-02-2018
CUST0000057099,IN00025203,652.53,07-03-2020
CUST0000081076,IN00090460,735.6,26-12-2014
CUST0000047053,IN00010347,561.1,15-06-2020
CUST0000082310,IN00095988,43.58,19-01-2020
CUST0000016253,IN00005698,20.05,26-09-2021
CUST0000034216,IN00046330,682.3,28-04-2019
CUST0000029245,IN00019074,30.58,09-06-2013
CUST0000037779,IN00046251,312.36,23-01-2014
CUST0000056520,IN00032440,473.01,30-05-2018
CUST0000090596,IN00069740,73.44,27-08-2011
CUST0000052502,IN00005667,917.2,21-11-2018
CUST0000055537,IN00036093,385.49,13-07-2011
CUST0000015591,IN00001115,258.38,05-07-2014
CUST0000099407,IN00058166,485.08,21-04-2014
CUST0000054738,IN00054919,344.58,08-09-2019
CUST0000062545,IN00085280,512.63,29-06-2020
CUST0000067999,IN00029897,164.91,20-11-2019
CUST0000023198,IN00090833,172.74,15-06-2018
CUST0000089590,IN00035685,716.07,02-02-2016
CUST0000091134,IN00077230,199.82,12-12-2020
CUST0000088612,IN00050929,71.29,27-03-2018
CUST0000077628,IN00062538,230.79,10-12-2020
CUST0000002272,IN00044145,829.44,16-02-2016
CUST0000061748,IN00095866,705.93,13-10-2015
CUST0000098365,IN00099638,537.75,28-04-2021
CUST0000056397,IN00089892,943.46,11-06-2018
CUST0000087973,IN00075429,848.72,23-11-2012
CUST0000099662,IN00031404,4.35,14-07-2015
CUST0000099655,IN00096292,473.33,06-02-2014
CUST0000072258,IN00029977,852.09,21-11-2014
CUST0000019048,IN00035462,636.93,27-11-2015
CUST0000050994,IN00090400,885.63,19-02-2021
CUST0000054881,IN00074072,399.69,13-10-2016
CUST0000097437,IN00017707,328.45,23-11-2015
CUST0000070454,IN00031999,754.89,20-04-2020
CUST0000077646,IN00058115,614.85,19-04-2017
CUST0000080592,IN00028072,213.18,29-08-2012
CUST0000018460,IN00030285,112.63,02-04-2016
CUST0000044453,IN00048641,401.33,06-02-2018
CUST0000026860,IN00071828,45.52,28-10-2013
CUST0000018598,IN00012497,40.36,17-09-2014
CUST0000037136,IN00010023,195.77,13-05-2015
CUST0000006530,IN00093374,834.7,28-03-2020
CUST0000081970,IN00063977,589.68,13-07-2011
CUST0000027804,IN00055287,72.12,16-05-2017
CUST0000070813,IN00070241,546.12,11-10-2016
CUST0000011474,IN00062651,40.08,15-04-2014
CUST0000051848,IN00089972,781.68,17-07-2019
CUST0000086320,IN00051219,341.94,20-03-2015
CUST0000086761,IN00010578,192.72,27-01-2011
CUST0000006442,IN00031313,152.8,29-05-2013
CUST0000061801,IN00069155,186.14,04-08-2018
CUST0000034405,IN00025135,953.46,20-11-2011
CUST0000021333,IN00073528,713.31,08-05-2019
CUST0000035888,IN00005802,525.89,20-09-2015
CUST0000057156,IN00016185,782.46,10-03-2020
CUST0000023802,IN00045579,725.53,10-04-2011
CUST0000072653,IN00026608,557.98,06-07-2014
CUST0000050825,IN00007880,975.65,05-04-2012
CUST0000046063,IN00002475,512.2,12-08-2016
CUST0000080507,IN00028609,952.87,26-12-2014
CUST0000062137,IN00027114,118.26,16-03-2013
CUST0000095318,IN00078790,251.56,22-02-2017
CUST0000030768,IN00002064,357.64,09-04-2016
CUST0000025377,IN00023534,141.44,22-03-2014
CUST0000041031,IN00013960,360.11,22-05-2018
CUST0000012396,IN00092338,245.43,01-06-2017
CUST0000088751,IN00070658,46.58,09-10-2012
CUST0000010511,IN00082296,310.66,29-09-2013
CUST0000036483,IN00072819,970.78,18-06-2011
CUST0000032384,IN00037236,120.34,30-05-2020
CUST0000030667,IN00081454,410.14,03-08-2021
CUST0000060557,IN00057405,592.44,05-04-2017
CUST0000063964,IN00046636,812.76,28-08-2018
CUST0000002613,IN00069394,840.06,08-05-2018
CUST0000081498,IN00093543,933,12-03-2017
CUST0000056457,IN00046480,244.17,07-05-2016
CUST0000014393,IN00084691,861.89,06-03-2020
CUST0000080549,IN00072905,79.2,17-12-2016
CUST0000072164,IN00020728,406.88,16-04-2017
CUST0000027732,IN00047480,895.03,19-12-2017
CUST0000063713,IN00062490,968.74,04-07-2015
CUST0000094889,IN00015374,619.29,16-03-2011
CUST0000004867,IN00072016,433.26,22-09-2018
CUST0000056418,IN00077986,662.61,11-11-2021
CUST0000067487,IN00000140,157.71,15-11-2021
CUST0000016245,IN00056697,723.16,18-07-2013
CUST0000000789,IN00010541,352.26,04-08-2011
CUST0000022330,IN00010559,427.86,18-07-2015
CUST0000009674,IN00034066,43.68,24-12-2011
CUST0000041315,IN00086997,881.02,31-07-2013
CUST0000078010,IN00078667,489.28,17-02-2016
CUST0000081742,IN00096437,47.19,12-12-2015
CUST0000032321,IN00042458,470.9,17-10-2017
CUST0000088747,IN00060011,625.4,05-01-2012
CUST0000013711,IN00042375,689.19,17-08-2018
CUST0000075784,IN00084616,451.58,11-10-2014
CUST0000068460,IN00045415,285.63,31-01-2016
CUST0000074849,IN00023281,681.39,03-07-2018
CUST0000038387,IN00029010,383.97,07-11-2020
CUST0000075477,IN00098273,549.19,16-05-2017
CUST0000090633,IN00012132,425.75,20-06-2020
CUST0000077151,IN00091023,526.18,28-07-2021
CUST0000047032,IN00013885,592.76,08-02-2019
CUST0000047455,IN00001737,548.82,15-03-2021
CUST0000028341,IN00030090,960.54,08-05-2011
CUST0000072743,IN00067386,94.85,11-02-2018
CUST0000031411,IN00075228,86.05,08-09-2019
CUST0000051841,IN00087593,739.16,13-02-2012
CUST0000025311,IN00073830,308.59,23-08-2020
CUST0000007066,IN00063975,906.91,15-11-2017
CUST0000061117,IN00081311,440,11-10-2014
CUST0000028569,IN00010363,425.34,11-10-2018
CUST0000068871,IN00062199,986.95,06-02-2017
CUST0000058620,IN00086378,613.81,31-08-2017
CUST0000035467,IN00090052,319.67,27-01-2013
CUST0000097236,IN00099744,529.91,13-05-2017
CUST0000034518,IN00010782,376.76,18-07-2014
CUST0000089052,IN00091844,764.47,26-12-2013
CUST0000071452,IN00002215,922.34,12-05-2019
CUST0000033259,IN00037446,545.87,11-02-2018
CUST0000001659,IN00079967,564.46,09-11-2017
CUST0000029241,IN00060782,530.29,10-08-2015
CUST0000051422,IN00094795,962.47,18-05-2018
CUST0000033213,IN00050287,595.83,28-12-2011
CUST0000019014,IN00099100,679.9,12-11-2018
CUST0000076222,IN00088699,511,25-09-2020
CUST0000017475,IN00044987,510.22,06-02-2016
CUST0000015192,IN00071804,832.97,25-02-2014
CUST0000084954,IN00081805,350.81,17-03-2013
CUST0000076193,IN00090936,855.8,29-03-2018
CUST0000013009,IN00099593,26.88,07-11-2013
CUST0000045767,IN00042987,324.33,28-04-2013
CUST0000062708,IN00082487,412.3,30-07-2014
CUST0000085046,IN00013216,300.81,04-03-2019
CUST0000002122,IN00060083,926.92,17-06-2013
CUST0000042842,IN00085913,966.35,18-04-2015
CUST0000055676,IN00052199,888.65,28-05-2021
CUST0000041246,IN00095801,736.91,06-07-2021
CUST0000002508,IN00062562,334.26,16-06-2021
CUST0000005973,IN00040798,748.72,15-10-2011
CUST0000014077,IN00078988,220.92,29-08-2017
CUST0000087918,IN00098057,5.01,30-04-2013
CUST0000052719,IN00095050,99.95,24-09-2018
CUST0000070809,IN00052457,719.22,16-05-2016
CUST0000069525,IN00057255,923.64,04-12-2019
CUST0000038976,IN00019024,290.33,06-12-2015
CUST0000016117,IN00051534,731.46,15-10-2020
CUST0000052313,IN00046330,828.74,04-02-2021
CUST0000011554,IN00088249,823.49,09-01-2021
CUST0000015337,IN00094964,865.72,27-07-2017
CUST0000001334,IN00019231,473.14,31-10-2014
CUST0000047857,IN00056163,448.56,30-08-2014
CUST0000077513,IN00085029,77.7,16-09-2019
CUST0000006379,IN00034262,246.65,19-05-2015
CUST0000010043,IN00030285,629.17,28-11-2011
CUST0000000804,IN00004868,4.91,30-09-2021
CUST0000047202,IN00067057,854.48,19-10-2016
CUST0000075591,IN00066704,108.02,26-02-2021
CUST0000056213,IN00089950,193.58,05-03-2012
CUST0000047013,IN00019222,276.91,18-12-2013
CUST0000048366,IN00020105,408.45,12-02-2019
CUST0000057496,IN00092386,569.14,08-04-2016
CUST0000035474,IN00080906,374.65,22-01-2016
CUST0000049259,IN00093575,4.36,21-12-2015
CUST0000088446,IN00014992,511.98,15-10-2011
CUST0000070229,IN00018684,280.87,13-03-2016
CUST0000017694,IN00047639,647.41,15-06-2021
CUST0000059500,IN00019548,645.69,01-12-2016
CUST0000044354,IN00075908,545.88,19-08-2020
CUST0000006651,IN00084591,142.83,14-11-2014
CUST0000067161,IN00012207,627.22,05-05-2018
CUST0000022068,IN00032166,852.28,27-08-2015
CUST0000061171,IN00092820,665.85,06-05-2014
CUST0000013836,IN00056817,487.7,06-07-2014
CUST0000083370,IN00085256,594.47,28-04-2013
CUST0000041605,IN00013113,165.33,05-03-2011
CUST0000056786,IN00032283,744.31,06-01-2012
CUST0000068964,IN00043664,589.95,19-09-2012
CUST0000079933,IN00004665,429.41,25-07-2012
CUST0000046870,IN00022247,176.65,14-10-2016
CUST0000020403,IN00079157,172.17,15-08-2013
CUST0000060841,IN00002794,852.42,10-08-2012
CUST0000043801,IN00014367,654.89,19-06-2018
CUST0000058296,IN00096761,751.22,06-04-2014
CUST0000085013,IN00093681,934.49,09-04-2021
CUST0000071733,IN00079219,535.5,18-03-2017
CUST0000096586,IN00032604,827.68,25-04-2016
CUST0000028267,IN00016144,983.35,10-10-2012
CUST0000019952,IN00054343,719.94,27-08-2018
CUST0000057053,IN00015897,423.03,06-06-2019
CUST0000026035,IN00085424,788.29,14-01-2018
CUST0000098685,IN00005056,629.65,04-08-2014
CUST0000090791,IN00032553,217.2,13-02-2019
CUST0000087817,IN00018705,111.92,09-02-2013
CUST0000059268,IN00028372,392.1,23-10-2018
CUST0000021931,IN00082614,26.07,15-12-2017
CUST0000014872,IN00072393,505.94,06-09-2013
CUST0000065491,IN00024924,608.42,08-07-2016
CUST0000002133,IN00066176,778.39,15-01-2011
CUST0000092890,IN00096060,374.14,13-08-2013
CUST0000074318,IN00026646,480.41,07-11-2011
CUST0000065391,IN00041092,904.67,18-07-2011
CUST0000082727,IN00099157,261.34,14-07-2018
CUST0000080687,IN00070775,53.37,07-05-2018
CUST0000034251,IN00038320,272.49,13-04-2011
CUST0000019913,IN00020914,46.96,10-02-2016
CUST0000031240,IN00027602,524.45,01-11-2015
CUST0000029718,IN00030271,348.51,16-08-2013
CUST0000088393,IN00076231,60.43,22-11-2015
CUST0000099097,IN00093603,56.19,28-01-2011
CUST0000046649,IN00095038,394.51,22-08-2016
CUST0000077505,IN00050833,831.34,16-01-2012
CUST0000090188,IN00074804,72.84,02-10-2015
CUST0000009874,IN00019081,207.44,01-09-2020
CUST0000078403,IN00042013,729.54,11-06-2021
CUST0000024293,IN00009231,114.19,30-01-2017
CUST0000074963,IN00021302,58.84,16-06-2015
CUST0000081139,IN00000039,909.09,28-06-2014
CUST0000034757,IN00044839,340.33,28-05-2011
CUST0000039724,IN00017584,1000.48,13-04-2011
CUST0000095675,IN00053658,746.85,07-06-2012
CUST0000009749,IN00068068,646.8,16-08-2016
CUST0000031997,IN00041059,960.64,12-07-2014
CUST0000015766,IN00030018,151.03,07-09-2018
CUST0000044334,IN00089648,770.91,13-12-2014
CUST0000001519,IN00074499,340.39,10-11-2020
CUST0000098780,IN00026727,175.05,12-10-2020
CUST0000068307,IN00095733,680.92,14-12-2015
CUST0000074335,IN00033038,691.97,03-12-2014
CUST0000012809,IN00068920,324.01,23-02-2014
CUST0000039085,IN00056478,139.65,01-05-2016
CUST0000017150,IN00010552,302.72,20-11-2017
CUST0000027547,IN00094114,146.11,29-02-2020
CUST0000000312,IN00059286,56.01,21-03-2020
CUST0000007860,IN00014888,266.63,21-02-2019
CUST0000049178,IN00070258,414.94,31-01-2020
CUST0000002220,IN00032912,329.45,08-05-2016
CUST0000001063,IN00019838,399.69,06-04-2012
CUST0000085642,IN00018272,876.79,06-05-2019
CUST0000015923,IN00038096,554.01,15-07-2019
CUST0000015357,IN00033875,936.88,06-09-2011
CUST0000073831,IN00034252,365.18,25-03-2019
CUST0000086816,IN00065833,639.34,04-04-2017
CUST0000018124,IN00019384,901.21,22-02-2017
CUST0000006822,IN00016743,615.78,10-08-2017
CUST0000082024,IN00062762,592.02,06-01-2020
CUST0000021265,IN00081489,544.11,27-11-2018
CUST0000013082,IN00096824,679.35,09-11-2015
CUST0000090442,IN00025397,649.97,24-06-2019
CUST0000052893,IN00085815,118.17,08-02-2016
CUST0000094601,IN00062653,308.44,26-12-2014
CUST0000058336,IN00062399,620.41,26-03-2021
CUST0000097569,IN00035288,718.51,13-04-2018
CUST0000031632,IN00061797,724.22,02-06-2012
CUST0000061582,IN00042720,422.99,23-07-2011
CUST0000088125,IN00003289,972.84,30-12-2012
CUST0000035236,IN00073282,251.05,23-12-2016
CUST0000030221,IN00034871,576.01,29-06-2012
CUST0000096743,IN00042965,59.21,02-03-2013
CUST0000081311,IN00010195,118.84,13-05-2021
CUST0000019355,IN00098362,447.81,24-08-2018
CUST0000019748,IN00028700,289.42,18-11-2020
CUST0000033723,IN00009637,409.93,08-05-2015
CUST0000024835,IN00031624,343.87,12-01-2011
CUST0000028523,IN00060795,295.52,29-11-2011
CUST0000061205,IN00066573,681.27,08-03-2013
CUST0000080616,IN00087443,506.14,26-12-2011
CUST0000027329,IN00009105,548.39,08-10-2020
CUST0000048180,IN00010937,36.18,19-01-2020
CUST0000060898,IN00034337,836.12,23-11-2021
CUST0000099279,IN00024003,386.37,08-09-2020
CUST0000035611,IN00002309,955.75,13-08-2021
CUST0000067429,IN00057683,672.22,14-11-2011
CUST0000090219,IN00009925,264.82,01-05-2021
CUST0000014910,IN00076892,813.63,03-01-2012
CUST0000078455,IN00049077,199.21,14-05-2017
CUST0000028163,IN00052468,294.64,20-10-2020
CUST0000006354,IN00034716,475.66,25-11-2017
CUST0000059330,IN00014853,569.6,19-07-2013
CUST0000092503,IN00096908,43.46,02-01-2011
CUST0000047769,IN00063675,82.49,26-01-2020
CUST0000034867,IN00049682,714.53,31-08-2012
CUST0000017903,IN00093833,755.13,21-02-2014
CUST0000077664,IN00069528,592.6,25-11-2012
CUST0000070234,IN00061243,260.71,31-05-2012
CUST0000088044,IN00013438,810.64,24-11-2018
CUST0000097243,IN00083643,970.07,21-06-2019
CUST0000066235,IN00070541,562.95,17-12-2014
CUST0000090458,IN00052512,658.78,21-08-2014
CUST0000060002,IN00015085,921.29,30-07-2017
CUST0000000150,IN00045326,992.86,25-06-2012
CUST0000055019,IN00050185,457.81,19-07-2018
CUST0000011682,IN00028265,524.81,27-05-2019
CUST0000027328,IN00027798,127.51,18-01-2015
CUST0000052414,IN00084294,346.29,23-12-2012
CUST0000081799,IN00056522,946.34,06-04-2020
CUST0000094006,IN00068639,600.34,17-02-2012
CUST0000012074,IN00059180,202.39,07-03-2016
CUST0000058447,IN00065457,397.26,10-08-2014
CUST0000037201,IN00031101,482.1,17-08-2017
CUST0000075089,IN00034537,509.5,27-06-2011
CUST0000031495,IN00071011,996.71,11-08-2015
CUST0000075645,IN00079986,904.62,25-05-2020
CUST0000097890,IN00092492,266.29,07-11-2021
CUST0000045026,IN00018743,504.14,08-04-2014
CUST0000061481,IN00054885,991.07,22-12-2012
CUST0000073476,IN00095450,615.95,16-05-2016
CUST0000062255,IN00057774,428.61,18-05-2012
CUST0000005673,IN00010095,430.43,10-07-2019
CUST0000032549,IN00081972,783.01,22-05-2014
CUST0000005728,IN00066265,884.89,26-06-2011
CUST0000064167,IN00015350,23.11,08-02-2017
CUST0000024277,IN00071833,72.58,27-06-2014
CUST0000074720,IN00059440,464.14,13-11-2013
CUST0000030663,IN00044879,508.19,26-10-2015
CUST0000058706,IN00044185,449.92,01-07-2013
CUST0000075618,IN00049714,147.37,25-03-2020
CUST0000083065,IN00092670,647.97,20-08-2014
CUST0000097788,IN00055262,788.68,27-08-2014
CUST0000076569,IN00035484,547.5,07-05-2021
CUST0000055091,IN00015588,334.78,01-05-2021
CUST0000062005,IN00050805,790.31,18-05-2019
CUST0000085049,IN00061745,449.85,20-08-2012
CUST0000094823,IN00009196,376.09,01-11-2015
CUST0000072198,IN00068489,362.65,05-11-2017
CUST0000029810,IN00065938,129.77,29-01-2019
CUST0000001482,IN00049825,744.4,09-07-2020
CUST0000075980,IN00026227,725.73,04-04-2019
CUST0000044284,IN00072467,130.07,12-08-2015
CUST0000083546,IN00042412,135.51,13-10-2011
CUST0000063193,IN00030763,395.89,31-08-2018
CUST0000013653,IN00052936,215.34,09-01-2018
CUST0000049667,IN00029678,798.41,12-11-2012
CUST0000051221,IN00047693,194.33,26-03-2014
CUST0000011092,IN00063585,557.07,17-10-2011
CUST0000025173,IN00019729,151.92,11-02-2016
CUST0000001627,IN00092206,37.97,29-07-2019
CUST0000058778,IN00082858,133.84,27-04-2015
CUST0000055172,IN00072258,513.76,10-10-2015
CUST0000039294,IN00038808,507.07,13-01-2013
CUST0000080824,IN00060220,674.15,06-11-2020
CUST0000001012,IN00037336,930.63,04-03-2015
CUST0000001595,IN00006506,594.57,27-12-2016
CUST0000051415,IN00045408,404.08,25-07-2020
CUST0000042871,IN00047820,623.38,03-03-2020
CUST0000023131,IN00088905,700.17,22-08-2013
CUST0000009421,IN00043946,784.56,08-03-2020
CUST0000019036,IN00038344,15.19,06-01-2020
CUST0000066721,IN00065157,829.97,06-10-2014
CUST0000043902,IN00055202,481.29,15-10-2012
CUST0000090936,IN00022231,270.61,22-06-2011
CUST0000033592,IN00084313,95.84,02-11-2014
CUST0000090545,IN00009780,514.78,01-11-2019
CUST0000037098,IN00059598,501.94,07-07-2020
CUST0000084823,IN00084541,167.34,29-05-2011
CUST0000020733,IN00057588,692.71,15-08-2012
CUST0000036646,IN00086174,814.79,21-02-2015
CUST0000016917,IN00008297,213.52,20-07-2013
CUST0000099246,IN00091542,215.06,03-06-2020
CUST0000073656,IN00033654,319.28,13-06-2021
CUST0000094938,IN00015516,739.41,04-07-2016
CUST0000015738,IN00031607,101.68,13-12-2017
CUST0000052069,IN00047851,217.35,17-07-2014
CUST0000098845,IN00050867,404.25,06-04-2021
CUST0000038519,IN00023541,981.29,12-01-2014
CUST0000041247,IN00060825,607.89,01-12-2012
CUST0000021283,IN00032260,270.8,05-10-2013
CUST0000038541,IN00053322,827.55,06-07-2016
CUST0000036940,IN00027239,521.66,19-09-2015
CUST0000033752,IN00062336,899.88,14-07-2020
CUST0000060017,IN00097858,299.59,25-09-2021
CUST0000017154,IN00021233,278.92,20-05-2014
CUST0000083477,IN00053332,351.11,24-08-2018
CUST0000076238,IN00066762,764.94,31-08-2020
CUST0000049169,IN00076682,199.9,24-09-2011
CUST0000057213,IN00093516,247.37,22-08-2016
CUST0000026264,IN00032644,304.47,13-02-2011
CUST0000025633,IN00095825,850.19,05-06-2011
CUST0000096994,IN00068963,768.14,18-12-2021
CUST0000064460,IN00041872,200.94,31-01-2017
CUST0000042116,IN00067717,714.53,05-08-2020
CUST0000000033,IN00014608,730.1,14-12-2018
CUST0000092448,IN00035082,748.37,13-04-2011
CUST0000053352,IN00090832,817.34,04-11-2013
CUST0000001202,IN00069570,523.15,23-09-2013
CUST0000034227,IN00012787,256.94,27-12-2016
CUST0000094542,IN00073645,586.02,20-09-2019
CUST0000059513,IN00048955,828.08,15-12-2020
CUST0000074974,IN00014583,631.15,15-06-2013
CUST0000068485,IN00019964,583.46,21-07-2014
CUST0000061643,IN00043291,827.86,15-04-2017
CUST0000039348,IN00031430,711.33,09-11-2011
CUST0000005601,IN00087019,137.55,27-09-2021
CUST0000080139,IN00060314,93.09,22-08-2019
CUST0000012060,IN00028466,562.43,18-05-2018
CUST0000085443,IN00028776,236.32,14-01-2012
CUST0000056415,IN00038579,664.22,03-08-2020
CUST0000034685,IN00024396,950.51,21-01-2019
CUST0000040666,IN00070756,180.16,29-07-2019
CUST0000046404,IN00073852,632.88,17-07-2018
CUST0000090451,IN00042313,560.1,03-12-2016
CUST0000046341,IN00098699,435.38,11-09-2016
CUST0000060434,IN00012210,244.38,06-02-2017
CUST0000020968,IN00067376,133.27,15-11-2016
CUST0000022491,IN00043110,187.66,18-05-2021
CUST0000094766,IN00018829,315.11,18-07-2019
CUST0000038651,IN00020587,551.25,20-08-2020
CUST0000029435,IN00092718,954.35,21-07-2018
CUST0000071101,IN00020797,238.21,11-03-2014
CUST0000027554,IN00037749,959.95,02-03-2019
CUST0000004162,IN00047481,422.05,09-02-2016
CUST0000024706,IN00044098,399.5,31-03-2015
CUST0000070737,IN00099951,617.81,04-09-2011
CUST0000065142,IN00042099,689.02,22-02-2011
CUST0000089927,IN00049452,595.25,22-04-2012
CUST0000079264,IN00058314,96.02,28-12-2015
CUST0000038813,IN00070572,400.84,25-01-2014
CUST0000076108,IN00062552,961.35,11-06-2020
CUST0000018047,IN00091365,966.65,09-01-2014
CUST0000027442,IN00038571,220.52,18-09-2020
CUST0000056280,IN00048664,212.06,03-06-2011
CUST0000015939,IN00012323,307.54,12-10-2021
CUST0000032052,IN00058558,316.27,29-04-2014
CUST0000062125,IN00082400,814.07,18-07-2017
CUST0000059502,IN00011695,899.71,14-12-2021
CUST0000092394,IN00072352,100.75,04-10-2013
CUST0000055613,IN00007588,488.14,11-07-2017
CUST0000011595,IN00096858,445.27,08-12-2021
CUST0000051956,IN00082764,82.76,13-07-2020
CUST0000096564,IN00001241,285,13-06-2011
CUST0000058403,IN00050792,683.41,21-01-2017
CUST0000053083,IN00034243,953.85,02-09-2017
CUST0000072047,IN00074499,310.56,01-02-2019
CUST0000030868,IN00089311,921.7,05-12-2017
CUST0000039523,IN00025402,333.72,02-08-2011
CUST0000051558,IN00093968,341.4,05-12-2017
CUST0000016103,IN00091381,253.64,03-10-2020
CUST0000085391,IN00082860,470.99,15-11-2018
CUST0000085917,IN00094861,998.69,09-08-2020
CUST0000094613,IN00027301,906.8,26-04-2021
CUST0000012200,IN00050136,306.12,13-09-2017
CUST0000023884,IN00018974,567.36,09-12-2014
CUST0000064058,IN00023137,367.13,25-11-2012
CUST0000008824,IN00052876,382.76,21-04-2012
CUST0000051768,IN00018576,995.58,20-04-2019
CUST0000025130,IN00062671,147.87,12-09-2019
CUST0000042478,IN00054279,622.32,03-01-2011
CUST0000086348,IN00047031,211.27,14-01-2017
CUST0000096600,IN00044067,179.94,24-12-2021
CUST0000041123,IN00046453,834.24,26-07-2020
CUST0000079793,IN00096010,665.48,16-02-2019
CUST0000014328,IN00025963,77.53,03-07-2018
CUST0000031844,IN00080922,90.72,07-11-2021
CUST0000015461,IN00027978,178.21,16-10-2014
CUST0000052379,IN00043841,14.43,13-04-2011
CUST0000087173,IN00065164,138.6,04-09-2013
CUST0000048567,IN00087494,168.96,09-05-2019
CUST0000042708,IN00008659,605.81,04-08-2016
CUST0000022627,IN00032199,236.76,05-02-2021
CUST0000078424,IN00004359,490.08,31-12-2020
CUST0000084427,IN00094293,536.33,31-01-2018
CUST0000088469,IN00075342,664.89,11-06-2017
CUST0000007537,IN00001908,374.79,30-09-2017
CUST0000042259,IN00017596,318.89,10-02-2021
CUST0000004871,IN00019769,58.08,27-11-2011
CUST0000026801,IN00091218,675.43,28-02-2014
CUST0000055315,IN00046633,894.63,28-02-2011
CUST0000031251,IN00099166,31.83,10-05-2019
CUST0000040574,IN00056582,293.82,04-05-2015
CUST0000037704,IN00055410,354.5,14-09-2012
CUST0000077177,IN00044515,551.9,31-10-2017
CUST0000080159,IN00070009,999.41,09-01-2020
CUST0000026415,IN00078131,105.69,30-09-2011
CUST0000003982,IN00059005,314.16,17-05-2011
CUST0000016424,IN00062197,166.81,14-12-2021
CUST0000041881,IN00068048,44.65,23-02-2011
CUST0000040086,IN00077975,6.49,15-07-2012
CUST0000006973,IN00097678,526.54,07-12-2021
CUST0000080843,IN00054362,788.77,08-10-2021
CUST0000066738,IN00097606,447.45,19-09-2011
CUST0000003977,IN00070607,440.55,20-11-2016
CUST0000049035,IN00031975,206.41,28-07-2021
CUST0000088913,IN00006267,946.18,26-12-2014
CUST0000066992,IN00002798,745.09,27-06-2020
CUST0000053817,IN00005146,931.89,25-09-2017
CUST0000066697,IN00036632,868.45,04-08-2018
CUST0000098170,IN00012774,387.38,19-12-2012
CUST0000094276,IN00035205,631.19,23-12-2016
CUST0000074727,IN00057541,120.29,21-06-2013
CUST0000087922,IN00051401,723.41,27-12-2021
CUST0000052554,IN00025544,568.7,03-01-2020
CUST0000050346,IN00048053,225.76,31-08-2011
CUST0000035335,IN00066415,324.32,01-12-2017
CUST0000024045,IN00091689,297.19,22-05-2012
CUST0000050143,IN00015189,837.9,18-07-2015
CUST0000060311,IN00074975,674.32,21-12-2011
CUST0000027327,IN00058196,469.8,16-06-2020
CUST0000073199,IN00042857,871.7,23-08-2020
CUST0000089646,IN00092783,605.47,27-08-2018
CUST0000083159,IN00089505,775.81,30-11-2012
CUST0000025951,IN00076632,562.73,08-09-2017
CUST0000015500,IN00090816,181.62,15-02-2012
CUST0000096369,IN00022902,402.2,07-05-2012
CUST0000021074,IN00018183,500.17,13-03-2018
CUST0000067321,IN00011717,505.8,03-01-2013
CUST0000042025,IN00080848,210.4,30-11-2015
CUST0000004371,IN00031011,700.24,28-11-2021
CUST0000079518,IN00093336,107.8,11-05-2011
CUST0000006851,IN00065013,352.6,11-08-2020
CUST0000051919,IN00090980,6.5,12-12-2021
CUST0000063613,IN00014005,294.6,29-11-2012
CUST0000042462,IN00001233,353,12-12-2021
CUST0000020552,IN00020654,354.6,06-07-2015
CUST0000097968,IN00078495,180.78,11-01-2021
CUST0000055798,IN00000637,40.65,22-05-2021
CUST0000044993,IN00099817,49.15,10-11-2014
CUST0000076565,IN00003967,221.24,05-07-2019
CUST0000018849,IN00001054,689.39,31-01-2016
CUST0000014814,IN00007839,223.41,26-09-2021
CUST0000008953,IN00078091,715.75,27-01-2019
CUST0000094489,IN00003374,736.53,02-03-2016
CUST0000002786,IN00087313,596.78,24-01-2012
CUST0000088525,IN00004700,735.83,29-09-2017
CUST0000032474,IN00049682,932.76,13-11-2013
CUST0000015390,IN00088683,377.9,17-03-2013
CUST0000087748,IN00033887,275.12,22-12-2021
CUST0000055086,IN00003621,310.7,20-06-2021
CUST0000046015,IN00069539,502.24,10-11-2020
CUST0000056933,IN00080776,46.59,10-01-2011
