INVOICE_CODE,ITEM_CODE,AMOUNT,QUANTITY
IN00058559,RMYSX,735.1,41
IN00062582,UQCBK,475.98,894
IN00094862,WTZIU,849.39,994
IN00053011,AKSRZ,706.81,15
IN00065975,QMJYQ,700.66,40
IN00000420,MQBQM,614.7,836
IN00004385,OFEXR,419.35,955
IN00046315,HANHJ,140.68,355
IN00085030,UBPJC,248.19,902
IN00058345,NXPCU,433.65,137
IN00075748,TGDFN,428.86,653
IN00018027,PFMFM,847.42,174
IN00078516,KBBST,46.65,381
IN00070978,WWBWJ,710.46,126
IN00060077,SLIUZ,698.18,589
IN00070109,CEBJJ,399.79,560
IN00016970,IEJFT,433.71,179
IN00069772,OUHTC,925.15,592
IN00000624,VIOVG,717.89,312
IN00085115,FTRUC,585.48,357
IN00065580,DFWNE,461.49,615
IN00008475,BJWAZ,174.07,28
IN00094037,CTJLY,221.02,476
IN00023003,KFHZB,596.8,577
IN00053179,ZHIHU,676.55,373
IN00082198,YGHIU,680.7,911
IN00049193,NGFFP,373.63,971
IN00084967,IYVGW,545.73,430
IN00023149,DZPAK,246.72,835
IN00079044,JXXRZ,489.1,971
IN00086557,IAWCY,928.18,414
IN00097252,LBKJT,434.52,39
IN00024275,NHTIE,92.33,434
IN00086837,GKBBV,644.09,886
IN00047792,UVFZI,681.5,340
IN00056155,RAKYQ,158.5,885
IN00034992,FLYBQ,443.91,612
IN00098751,YTKOJ,668.39,671
IN00075239,QFFPZ,540.92,74
IN00069857,YTNEG,915.99,39
IN00098682,ZYUFH,748.15,277
IN00005338,JUBCJ,97.48,493
IN00017870,KJCPC,60.54,17
IN00009366,QSILG,869.86,989
IN00065618,EISDN,42.25,994
IN00076589,FZXRU,359.84,959
IN00028936,DQTEV,299.43,274
IN00059055,LIRDE,227.45,316
IN00054731,RNTXX,685.94,585
IN00035230,JJVUA,115.1,727
IN00027019,GSTTV,275.64,798
IN00053725,WGXMB,912.86,802
IN00003800,QGSWI,187.26,615
IN00053409,HQVXK,78.87,823
IN00000492,HAETN,690.82,847
IN00035760,ULKZW,467.5,32
IN00028786,RMERE,788.71,346
IN00084298,EIXKJ,256.93,600
IN00013164,BQIVL,679.34,671
IN00041767,GYKKJ,407.14,226
IN00007265,NEEST,978.74,451
IN00034390,AADMM,515.36,589
IN00014138,HIQTH,128.38,441
IN00089620,MMVJY,763.08,479
IN00077201,HMFZU,814.95,993
IN00031572,KWAZI,359.51,757
IN00079525,PAUMC,306.44,740
IN00038304,HOJFB,861.05,997
IN00060287,XCPMD,217.79,741
IN00030259,UWXRX,995.48,87
IN00043055,KHNKM,956.64,953
IN00070174,LEPJD,284.47,295
IN00061341,ZPQBS,603.78,512
IN00018878,TIJLK,152.2,577
IN00068873,JKJUM,391.96,950
IN00096131,VASQM,910.08,331
IN00055393,LDUZR,680.81,502
IN00082715,BLAET,822.52,317
IN00049259,SLCIR,608.18,775
IN00085394,RTNJJ,593.75,31
IN00083870,RDTJQ,152.12,221
IN00037876,MJIHJ,916.86,304
IN00030650,LMQKP,42.64,990
IN00003595,VHWHE,164.19,215
IN00000714,CYJGN,890.37,136
IN00054164,RHIUE,598.54,216
IN00040671,WONOG,255,919
IN00050638,IASLY,110.84,4
IN00030751,CCDDO,621.9,816
IN00034829,GNIMN,211.63,357
IN00064748,NTQHZ,320.67,391
IN00096814,KYWMT,218.09,481
IN00061952,FRXFN,2.43,459
IN00025723,HKUWU,373.42,538
IN00028122,IEQLL,759.71,443
IN00004912,ZKVXD,417,939
IN00009154,WMAVI,87.83,727
IN00000547,CGRWC,900.61,448
IN00029903,JNYSO,206.96,727
IN00013720,LGRVH,506.87,339
IN00037791,FQKXH,410.36,954
IN00008618,MZFAK,17.89,635
IN00046199,ZGREL,857.93,535
IN00055604,IZTTY,778.88,755
IN00075328,VLXKT,710.42,1
IN00005771,UFABL,350.48,795
IN00057814,EHTLS,714.06,656
IN00037367,DUFVV,864.11,75
IN00016639,QSNRU,685.12,407
IN00017318,UERQI,334.63,525
IN00036553,QSUJL,195.11,686
IN00019336,ESHYO,358.14,370
IN00018124,PMVAJ,642.26,689
IN00053703,OWOLJ,225.42,260
IN00061194,QFCDU,374.94,556
IN00025943,DZANU,752.47,266
IN00023956,MYDZG,658.03,249
IN00019005,AXIYB,389.1,118
IN00020724,ODDPN,595.66,516
IN00032735,YTVAQ,751.91,880
IN00026368,SPJEX,318.83,411
IN00005556,UGXVB,100.73,957
IN00031757,HTWCP,600.76,784
IN00087669,RLWNM,979.51,60
IN00067875,BLEYB,100.22,336
IN00037344,TSRRX,115.31,186
IN00053602,GZDBF,985.59,357
IN00019069,SWREW,898.71,553
IN00084115,GIUOQ,563.05,481
IN00050566,DNXIB,648.32,787
IN00071814,PKBAO,703.85,137
IN00064217,DMGSZ,673.51,601
IN00026267,XOUNJ,419.88,144
IN00069970,DUTSR,246.08,238
IN00011538,VSLSZ,382.48,496
IN00030030,JBPON,570.66,555
IN00059136,LPMHB,549.23,565
IN00051610,FPJBN,883.69,226
IN00000110,IKPCS,126.29,300
IN00049708,OYFIS,10.78,216
IN00016801,CVTSU,433.36,123
IN00053896,WOIGV,896.01,571
IN00092086,OVYGJ,938.62,498
IN00035008,IUVXJ,629.82,937
IN00023322,QOYWD,215.95,10
IN00071356,TKCRJ,812.58,606
IN00028797,UFWRA,816.02,264
IN00012391,ZNSBZ,493.13,773
IN00091758,QQXTX,756.41,59
IN00065326,GZKRP,195.54,863
IN00004764,MQBEC,239.12,755
IN00065553,TUAUR,985.41,859
IN00011177,JLYSJ,485.53,443
IN00041328,UDXHF,354.67,455
IN00029489,RVNLL,219.8,836
IN00088151,XLHUX,273.83,758
IN00041953,FQGTJ,593.61,450
IN00061675,FKRFA,594.17,408
IN00052192,OVSDQ,195.36,392
IN00055589,ZGCRG,205.22,60
IN00038867,HPLOM,296.4,397
IN00078586,XOEEW,899.21,477
IN00030424,GOBYA,269.02,790
IN00054956,PZMEK,649.27,601
IN00006618,LENNF,359.59,872
IN00083537,WDSSU,674.09,943
IN00059756,VVOWX,732.21,59
IN00085220,YWFXM,957.61,44
IN00035726,CCIRD,303.55,596
IN00086884,ZWGHB,176.8,50
IN00079748,DCTWY,207.39,14
IN00049462,OZPRU,453.64,283
IN00004366,JMXKW,220.09,689
IN00045785,QYDYH,406.27,465
IN00079715,DNFTX,385.92,794
IN00056804,XKYFO,545.55,426
IN00062099,NPHME,814.7,70
IN00092041,ZYYVX,76.81,492
IN00038019,QUMNP,937.87,309
IN00005185,SJGHO,470.91,832
IN00093618,XEXHH,720.9,667
IN00044063,LMAIG,902.27,221
IN00079370,NHCYO,727.59,447
IN00066296,QTEGT,180.41,678
IN00012403,AYVFZ,684.38,800
IN00021608,YDLBA,322.69,90
IN00027531,ODDIX,333.33,879
IN00058766,XGRKG,763.57,855
IN00036422,YWSVF,506.01,100
IN00043078,NDEIH,634.27,6
IN00004156,CZODS,994.9,938
IN00080815,JEDTO,495.7,800
IN00044025,NGKWC,270.32,892
IN00034447,FALXF,280.57,628
IN00095323,QIHAE,276.98,44
IN00017424,BEIXV,464.21,554
IN00052656,UWZGQ,903.69,985
IN00044939,XHSRA,623.98,485
IN00013835,YXQZT,952.98,432
IN00041101,MCTDS,640.55,444
IN00071982,WVSCO,72.42,295
IN00079025,LWQYT,566.02,663
IN00090751,TKWIU,806.8,339
IN00021861,NPAMN,769.56,418
IN00039304,MOSOI,884.44,713
IN00078831,ZHMGI,298.43,64
IN00051886,NEARJ,237.41,145
IN00090582,PLPUO,301.04,784
IN00077474,DEYTK,780.7,773
IN00090065,KKSGW,719.35,973
IN00047153,SWTWM,550.85,853
IN00088521,KXRTF,661.87,641
IN00016802,LNKEX,429.8,418
IN00034428,LYKNQ,547.97,993
IN00069948,IFRUY,4.98,270
IN00070368,RCCUA,29.84,181
IN00062411,BWYES,745.33,592
IN00021442,HDUJO,848.89,482
IN00037079,LXBGW,732.15,743
IN00016611,JNMCK,946.67,15
IN00051115,MWUGZ,964.72,797
IN00014572,VLEED,614.28,610
IN00005945,BMBNH,95.93,2
IN00005072,KKQBT,956.88,747
IN00045765,AJTPU,422.68,875
IN00035100,IFXXQ,814.93,29
IN00042903,RIYCA,825.95,214
IN00090977,GLMYR,589.23,429
IN00094720,DQCOS,836.85,680
IN00094706,ATQLV,871.87,847
IN00082062,XOIDQ,297.38,544
IN00053771,DMBBZ,845.56,771
IN00005637,ZHSBC,371.17,629
IN00012958,UJLFU,103.21,943
IN00065399,QJRGP,166.8,528
IN00087400,YARJE,500.25,799
IN00096526,KGFFK,662.26,201
IN00005954,UTFCY,687.13,719
IN00039333,QFXIX,949.31,549
IN00095134,WJNOZ,552.18,618
IN00017754,YUSWY,951.15,950
IN00010883,TOWIO,10.02,960
IN00076382,HJVZM,963.92,700
IN00000968,DZGXR,843.1,444
IN00068190,WYQYU,576.07,418
IN00048636,RVJEF,917.77,51
IN00098276,SRZUC,482.26,25
IN00017220,ROPNC,804.04,694
IN00007151,PCLPT,975.15,133
IN00062712,LVBJP,979.13,406
IN00025928,UFECH,814.45,216
IN00024254,AIHDP,15.36,27
IN00091197,XECRB,29.61,836
IN00010498,UVJWQ,59.47,441
IN00046816,PQSUX,667.62,303
IN00081736,HETZD,469.07,940
IN00014243,VDUYX,933.01,43
IN00084413,BSLPA,252.06,502
IN00077226,AMUVH,782.78,63
IN00087912,KZOWY,578.1,223
IN00028835,SIQZU,772.22,103
IN00053659,EAYOX,773.03,533
IN00080494,QMTBX,121.18,156
IN00009238,ATCJI,481.22,233
IN00094717,GXQHV,139.08,908
IN00087346,FXPLX,347.84,431
IN00095253,CQFUQ,809.94,744
IN00095631,GELZZ,137.91,425
IN00098683,UFCFT,411.94,328
IN00037246,FRMQY,330.3,712
IN00031152,TQSKC,931.66,265
IN00029461,BMYMA,226.6,142
IN00033478,SHOHZ,632.11,550
IN00097142,ONMVM,141.61,335
IN00005930,ZDAWI,655.32,678
IN00026617,DPTHX,384.65,765
IN00019669,IAMAB,33.59,332
IN00043474,XSAQW,78.75,220
IN00043719,GTSXX,456.53,713
IN00087435,OFSUL,165.8,958
IN00013971,WICFH,1.34,538
IN00041369,UFHQG,295.45,943
IN00068679,LOJTZ,375.25,569
IN00096798,YPPSK,970.34,838
IN00097566,RUPAZ,877.4,968
IN00050802,MKUBR,552.92,997
IN00038249,CAGSR,329.29,309
IN00093208,FREZE,970.57,617
IN00059860,VUPCA,668.38,48
IN00004929,FTJXI,174.58,94
IN00081763,UIVNK,256.29,426
IN00042857,IEMGO,74.24,491
IN00046284,FEUYY,739.21,735
IN00068991,UTYML,79.66,707
IN00034444,DJHIV,276.2,852
IN00064697,RROJL,601.34,54
IN00040877,DJUVC,527.32,130
IN00015759,QMZEE,252.27,564
IN00093025,UQOOQ,321.46,973
IN00009337,LCHQJ,358.98,309
IN00067688,HQJOY,662.93,8
IN00026803,QQMQJ,64.74,304
IN00047352,EHDGP,39.27,694
IN00033471,EYZFP,379.34,907
IN00013061,VKBSI,354.76,978
IN00001458,FCXAV,135.13,780
IN00008829,VBSNG,886.71,301
IN00073324,OXGVW,251.72,424
IN00052165,LWAKV,78.53,154
IN00018713,JGYDV,723.42,728
IN00076588,XHOZN,341.83,614
IN00053057,GVFTA,944.78,599
IN00046956,YRGAR,684.73,903
IN00068556,EJQUF,367.1,971
IN00078635,MWVMM,499.17,619
IN00011294,KGIOA,982.2,943
IN00023594,OSSDO,617.33,595
IN00071665,JTRWU,818.4,710
IN00034440,YDDGT,893.2,34
IN00094129,RKNCU,383.05,986
IN00019660,IQOKK,578.39,39
IN00020099,PIZMT,146.69,86
IN00004894,JLBWB,764.87,310
IN00087142,WZTOS,492.42,65
IN00087824,RIVRZ,162.27,981
IN00079945,PQGEN,228.48,57
IN00008501,NSJAT,576.76,292
IN00018131,WURDI,742.93,682
IN00052685,FGIXT,769.55,949
IN00068098,WJVMU,944.3,302
IN00037548,FXBEG,741.19,137
IN00087598,TUXLS,207.65,318
IN00094573,IQELD,977.05,616
IN00091501,PARXY,605.31,167
IN00095088,TXUHM,487.63,756
IN00099519,PBZBS,402.82,978
IN00001421,RDVTI,489.31,489
IN00030434,QOFCU,680.63,356
IN00046007,HXKZJ,431.94,286
IN00075161,SHIKM,461.38,419
IN00004348,LXAHY,757.26,55
IN00003405,GTWJR,990.65,737
IN00006688,SRXHI,942.59,194
IN00023693,TYUPA,892.81,449
IN00095791,BHEFM,318.21,803
IN00054226,VMSYV,891.45,851
IN00043560,GAZPR,980.13,325
IN00040787,JFHFR,688.95,323
IN00032871,HIWPU,999.23,414
IN00055948,VORXT,512.38,149
IN00047077,VNSNR,525.4,361
IN00008456,DUJKL,53.8,253
IN00005502,MAIHU,440.35,256
IN00011474,QNGLZ,237.03,233
IN00029243,ZEPRA,269.77,435
IN00030779,HFQFH,483.95,226
IN00081654,COLRG,863.75,180
IN00010164,CCCYE,307.56,739
IN00027802,KYAPA,671.47,207
IN00005075,CUQYO,253.87,459
IN00055713,HZRPF,800.61,237
IN00083202,ADNTR,781.19,433
IN00073564,TKMGT,211.96,430
IN00091238,XFYVM,504.93,149
IN00045856,ATNRZ,402.3,851
IN00012803,POHRI,546.63,819
IN00094871,DJXZO,761.78,917
IN00044128,JAYJS,268.89,153
IN00082504,OMWQV,998.89,951
IN00075205,TIXXA,579.6,19
IN00036547,ACJZK,971.27,726
IN00070389,CQFKN,679.37,586
IN00012346,OVLMZ,958.13,850
IN00019274,UKJIK,856.33,611
IN00044069,FRWUI,171.73,484
IN00011809,KQWJM,780.83,969
IN00082651,SKZGI,349.09,350
IN00041566,TMAOX,795.1,870
IN00071576,PTGZV,9.55,450
IN00091139,EYMUD,365.49,974
IN00085974,ASFIW,881.37,364
IN00014466,XXXQX,867.42,31
IN00022513,KVWSX,890.69,641
IN00077286,EQHTS,807.84,209
IN00001432,FIEFF,882.14,964
IN00063243,KCYOU,236.74,529
IN00033563,BKEWK,794.94,293
IN00084751,VJPNY,889.15,240
IN00013791,CREYA,15.51,919
IN00019291,YWLRE,353.07,977
IN00085074,CEIDJ,773.17,520
IN00014507,UCTMR,681.2,771
IN00066638,UCGBM,378.91,579
IN00018537,MJYYX,380.73,307
IN00014777,LGNCB,295.96,46
IN00035021,KNMOZ,837.41,353
IN00053147,LVXPZ,558.01,812
IN00003749,FDZTI,372.01,467
IN00070171,IWRKH,84.9,127
IN00036025,ASTHI,405.11,961
IN00040793,UCVJN,695.75,872
IN00033557,EWYCR,365.5,394
IN00078324,WXOIA,409.07,15
IN00022854,WAHWO,190.92,569
IN00034888,JQDGQ,88.08,293
IN00026580,XJTQS,590.4,67
IN00042938,GAMJF,330.33,542
IN00075104,MDAVI,251.31,240
IN00095085,MDUJM,310.38,934
IN00009356,LBCXS,809.36,534
IN00081899,BCBON,994.87,304
IN00017916,YYZHM,72.51,737
IN00074629,TYMWS,292.21,884
IN00019892,AJRGL,84.6,843
IN00000198,UKSWN,618.69,542
IN00015968,PDJAO,548.22,778
IN00036947,RUFBG,651.69,188
IN00017722,EQBKA,708.28,839
IN00093719,CFQNQ,319.98,14
IN00001088,CQZZR,956,986
IN00062394,EEGPG,441.04,277
IN00024492,AXUOJ,435.4,914
IN00024597,EIUIS,93.04,695
IN00012609,PGDGL,923.26,438
IN00000282,VPNEE,20.63,410
IN00096148,NYQCN,368.43,177
IN00054132,BKJEM,311.56,184
IN00051846,DUDQL,623.71,294
IN00002315,PKJUY,930.9,853
IN00034800,NQDNN,150.64,845
IN00000304,PBWSD,779.21,931
IN00073367,AGFOV,755.26,33
IN00069528,GDSUI,399.96,984
IN00089709,FNLHS,890.7,429
IN00020312,DNGYF,832.37,790
IN00081030,OILSB,944.39,266
IN00020927,GIJKY,946.2,7
IN00034045,FTRHA,655.16,788
IN00062497,UFQVC,482.85,877
IN00083726,CONIP,694.12,692
IN00077728,OINIJ,52.35,251
IN00071017,YYOQC,807.93,222
IN00058457,UVZHB,691.91,103
IN00071265,VEONI,844.12,713
IN00016338,IEWGT,153.81,571
IN00095177,APQBG,89.3,66
IN00072776,LNWZI,965.82,674
IN00070347,TPCPY,556.67,290
IN00052351,SLGVA,573.86,520
IN00037259,HITAV,444.01,520
IN00034971,NWFMO,910.48,614
IN00056238,OJHYK,917.17,778
IN00005701,BSOGP,882.47,783
IN00011445,SZTYZ,106.85,101
IN00094214,ZYDGN,440.84,962
IN00021308,TIAQV,43.37,697
IN00061248,FXAHB,218.29,349
IN00006086,QVTDP,439.64,553
IN00040591,BFQAX,515.5,636
IN00028814,SAWHP,789,985
IN00004519,TMOOC,461.1,132
IN00004845,LZVYS,384.09,455
IN00052930,WPSPZ,165.53,313
IN00024378,XCUGU,78.25,307
IN00072902,AFRYY,475.91,848
IN00036220,QXDXU,538.49,532
IN00022440,TALGU,561.35,120
IN00054395,ENRCX,334.02,898
IN00097350,HCFCH,184.7,722
IN00084174,MBZXE,861.49,367
IN00005066,HVKPY,133.58,682
IN00032674,JWOMJ,806.06,462
IN00016272,TEXKP,621.89,883
IN00056417,QZBFM,620.66,950
IN00050210,QHGBM,311.23,357
IN00076850,OYRPO,788.91,425
IN00075207,YLQZI,175.49,286
IN00063312,VJSJT,388.9,474
IN00036008,KOJLI,346.05,233
IN00088021,WQOSE,231.81,954
IN00039928,YUXKQ,330.65,542
IN00096535,YDQYT,953.01,419
IN00053803,VFAIC,988.96,517
IN00055641,PVIUZ,345.87,776
IN00041758,BRCAZ,763.69,463
IN00049377,AOPLL,433.66,78
IN00030976,AYZQU,45.27,625
IN00027293,HOJJL,14.76,361
IN00052427,GCODJ,40.21,46
IN00029783,PTXNY,57.81,738
IN00081853,EXTCB,482.23,995
IN00053914,KLIDB,49.36,865
IN00036685,XNDMF,48.9,255
IN00046046,SNWIV,850.93,365
IN00050609,PGLTG,471.74,761
IN00037956,KMGVN,508.28,119
IN00051400,UHXRG,996.07,81
IN00049472,EHWOR,878.93,642
IN00032813,WPTCI,787.56,345
IN00082527,ZPHKE,20.48,105
IN00010278,QKTGE,279.77,252
IN00081535,ITHXS,988.01,950
IN00012821,EKHFO,984.45,348
IN00020040,IULDC,538.15,710
IN00085556,YRZQZ,178.63,55
IN00037044,FMLDB,907.52,887
IN00052749,FXFHO,84.68,945
IN00005430,CYBQG,139.2,321
IN00077132,ZDJXY,219.83,852
IN00073005,LAZUN,556.27,167
IN00064977,CIMXU,423.33,275
IN00029490,OCPWX,113.36,776
IN00033522,QWMTA,686.49,130
IN00014705,AYELE,739.3,341
IN00098990,GZLOX,23.39,644
IN00067545,WWGGD,452.14,630
IN00067276,UWVSA,189.52,448
IN00055844,GSQQE,320.49,688
IN00084387,FQZBC,199.38,663
IN00064966,LIMYP,800.83,778
IN00056812,GQPTL,667.95,37
IN00092636,BEBGW,25.67,375
IN00034383,HPKIL,226.18,668
IN00087982,DOFFT,68.35,692
IN00010996,VRDBF,626.33,261
IN00041602,VKOXR,803.88,144
IN00027874,OPLEB,310.28,791
IN00064045,TKGAW,31.52,968
IN00070677,JTVIL,36.77,88
IN00018186,CABBV,245.4,55
IN00098877,CQHTB,46.09,90
IN00086877,APYOE,877.34,986
IN00002654,RHXLT,675.8,389
IN00055013,WCDGF,925.17,514
IN00083786,ZBJEU,76.95,360
IN00063673,EJMRV,552.15,939
IN00075692,CKWGV,11.85,934
IN00011482,VIFIL,828.03,822
IN00044344,GSTSW,191.9,444
IN00000062,YUZFD,104.29,831
IN00055841,UHHCM,535.83,970
IN00018779,BECPH,218.52,5
IN00048811,RJEZM,259.27,376
IN00072888,BXFSS,630.63,950
IN00056205,HKMOY,808.38,658
IN00088796,CFNOU,173.91,960
IN00048781,YDLZD,293.44,217
IN00053945,HLBRJ,615.12,11
IN00099166,ZZXHU,307.83,770
IN00026908,CFAVF,895.31,279
IN00007060,WOQXO,410.42,647
IN00001297,CVWXK,963.51,20
IN00002694,DHQHD,83.1,455
IN00064025,YNJTX,975.55,659
IN00059779,CUGIH,507.08,485
IN00078131,BLERZ,134.98,859
IN00005795,WWBZW,208.93,94
IN00062798,BAMPB,698.87,636
IN00029882,EFAUJ,148.06,791
IN00020189,NQFJL,376.48,769
IN00046044,SSYFA,346.66,764
IN00044398,AXIXI,374.3,621
IN00096457,IKYEQ,422.67,702
IN00075480,HABAS,240.94,311
IN00068037,CXMGL,255.73,88
IN00087677,VKFSI,265.79,51
IN00057701,NWRVX,910.08,79
IN00090561,PYAQZ,422.2,842
IN00080887,MVGTW,290.29,529
IN00007883,BHKWB,149.82,256
IN00036317,XNZIU,567.83,951
IN00084426,VNHJO,229.96,237
IN00090622,FHVNS,706.27,846
IN00001773,PNNYK,425.31,993
IN00049700,YTCNK,358.9,634
IN00077852,JTPCJ,108.51,874
IN00045979,OBNPW,404.01,416
IN00052115,YFHYH,282.53,953
IN00064649,WEVJE,362.31,204
IN00065534,SCROI,440.17,583
IN00015596,NTOUK,242.93,343
IN00019392,PMKWZ,96.81,482
IN00096461,ESTCY,694.3,907
IN00033621,CEBBJ,475.95,689
IN00018072,TSANL,112.61,715
IN00027804,CONMP,709.3,449
IN00074075,EMFQZ,934.86,91
IN00020954,KGJPD,967.05,562
IN00031368,SJEYV,371.4,867
IN00083056,QLOBQ,673.18,682
IN00048534,KNPEP,395.3,747
IN00040337,UHSWZ,91.04,216
IN00064960,OBFVB,833.87,805
IN00046084,MHDFL,460.06,85
IN00043965,SMPAT,676.28,309
IN00037750,PSBCH,10.71,474
IN00011896,VDOBB,394.5,134
IN00026997,OSDTV,455.1,247
IN00071730,OYQQT,256.34,246
IN00075130,XQIHU,226.91,870
IN00033413,ONSYW,163.81,89
IN00077194,KTADU,902.84,55
IN00042981,VSTXE,304.24,24
IN00029704,AFOGC,388.04,653
IN00069055,RUJKC,244.85,170
IN00093563,HXZMQ,905.85,398
IN00078996,QJINX,24.63,943
IN00001294,GJZZA,383.02,896
IN00040225,XTDXS,573.82,339
IN00029821,WLSRZ,858.29,512
IN00027913,GHSAD,796.54,422
IN00035653,DGDGV,357.84,203
IN00051567,LPTUG,251.76,277
IN00042199,OHDJR,454.63,90
IN00074023,UQWBR,435.1,80
IN00088740,KPTVI,107.52,867
IN00003819,PCUGX,4.04,1000
IN00071547,KNKLC,667.22,473
IN00037142,WTWTX,731.84,561
IN00050944,BOIAU,861.02,383
IN00078604,OXQJR,582.36,334
IN00061790,PKZTR,691.58,611
IN00009717,UPJZY,498.97,197
IN00028522,WPWYG,819.03,696
IN00038109,OMBDQ,809.05,31
IN00042799,VPPEY,176.1,954
IN00054377,WDWZV,368.91,685
IN00052175,TRLOP,992.85,820
IN00037872,RRDCL,778.2,451
IN00046349,WJNPL,390.9,381
IN00007573,UODIE,75.45,78
IN00019495,ZMZXF,589.53,905
IN00087307,JYWXK,804.66,584
IN00007188,STTCA,612.97,281
IN00084512,TYEJK,475.03,379
IN00059152,ZNDYE,186.41,647
IN00073599,QIRCI,1.86,819
IN00028115,VIFUQ,186.25,139
IN00062150,TWTID,585.72,135
IN00033635,TPXLB,835.22,661
IN00022161,YPYQU,4.3,342
IN00045020,VXBGB,681.98,463
IN00038065,YPKLS,146.57,163
IN00032274,FZKVR,1000.82,738
IN00006340,ZCQNZ,826.9,994
IN00031322,PSJZC,524.83,222
IN00080250,ENROR,40.17,152
IN00038509,DZOLX,861.62,708
IN00009035,ROVTM,994.1,852
IN00060010,UQBAH,657.68,12
IN00066981,PZDGS,872.49,982
IN00011870,SPMUT,372.37,959
IN00087053,ESYYT,10.68,89
IN00093288,YYFOV,434.35,683
IN00022444,FBCPR,43.17,10
IN00089223,GHPYI,392.36,63
IN00084581,QUKJD,422.03,977
IN00081225,YYYVQ,581.71,477
IN00025025,LGHAB,102.3,234
IN00061494,PAAUE,680.34,55
IN00017181,CXDZM,405.41,836
IN00018955,ZAZMC,328.23,265
IN00037607,VXGII,41.43,155
IN00054181,WKGZW,362,96
IN00044142,QKIXQ,124.71,333
IN00004814,FXWBZ,319.58,741
IN00007692,OTDIR,29.9,61
IN00097312,YGWSF,938.09,136
IN00015575,NYGQV,713.77,692
IN00044505,OBYJI,666.37,150
IN00001140,JGDSU,665.92,503
IN00065702,BYAIK,263.15,302
IN00046760,JFYGH,135.77,86
IN00027433,WQKPR,572.28,464
IN00029939,VCRAZ,819.82,878
IN00054896,NADFC,550.29,120
IN00051568,TXOQV,458.92,447
IN00014610,QSVTE,347.86,402
IN00084284,CCQRG,654.89,793
IN00071537,DUIHG,149.82,457
IN00071954,NHJUZ,338.19,228
IN00008637,HTOFF,261.09,160
IN00047964,RJNBK,303.21,540
IN00009095,EZYGS,613.07,50
IN00002314,VYAPC,704.96,236
IN00004788,JOAFO,566.89,729
IN00023243,PMWJS,767.84,579
IN00077074,RGTBK,611.9,621
IN00044150,FTJTB,52.76,723
IN00085753,TLQHB,162.12,894
IN00021136,SUOAU,551.76,201
IN00038986,IXWIR,17.27,840
IN00077994,OLOFP,255.85,327
IN00028202,EITJQ,494.56,893
IN00072511,WLUMG,985,200
IN00066621,AROEF,899.45,508
IN00069442,VJPID,41.42,679
IN00001306,MDTAY,779.61,516
IN00038442,BWOTK,790.2,223
IN00084928,LFKUN,371.81,215
IN00049032,TDABK,961.03,798
IN00098994,ABQMS,390.47,671
IN00013602,AIXQL,546.5,629
IN00081900,ITBSE,69.81,487
IN00049698,AMZJF,811.58,101
IN00096671,XLBAD,683.73,1
IN00063353,ZHNPD,989.27,749
IN00042861,CNSRE,657.33,490
IN00029981,TESEM,68.06,777
IN00049545,UCPHW,588.71,846
IN00089151,AIPAM,161.71,447
IN00046699,SQDDD,617.06,882
IN00076553,UNXWZ,878.62,41
IN00096642,FZKKQ,988.91,623
IN00096106,LWFOX,743.43,98
IN00051136,ATFJS,226.94,558
IN00057420,XAWFC,322.52,807
IN00065625,TVWRB,13.42,203
IN00040853,KTVJX,552.93,490
IN00082492,BJRFF,679.89,842
IN00087687,SAWYH,405.63,311
IN00099513,UNZUP,295.65,362
IN00096536,RLSAV,463.65,84
IN00008147,JXSKJ,160.8,565
IN00004369,QMUAE,29.2,884
IN00037192,QCBBD,644.88,958
IN00080404,ZFNRX,742.74,706
IN00000851,FXLGT,207.81,232
IN00072879,QRZOK,77.98,2
IN00020270,WSXLE,684.7,199
IN00081859,WKFIP,106.15,168
IN00022888,MWXPV,872.92,18
IN00044990,KMNUT,408.55,958
IN00009965,YTEKG,420.17,824
IN00017499,DRZZY,358.58,36
IN00010069,JXIUK,294.45,579
IN00033387,PGMWA,842.5,43
IN00020174,MFMCP,902.94,361
IN00037933,NXQHI,803.24,348
IN00099344,XSFDL,10.68,755
IN00003076,ZOPWD,53.87,460
IN00060655,SQARO,143.23,734
IN00081520,LBCKL,993.93,305
IN00046961,LQAAS,294.21,740
IN00006541,AQLNA,595.74,647
IN00052627,PWITI,345.02,340
IN00020971,MNMHE,472.29,696
IN00036075,XCQET,755.87,78
IN00046385,HDXNL,991.33,624
IN00037855,EWJNM,786.28,476
IN00033530,IOTYE,345.46,47
IN00062741,CTBVH,378.84,656
IN00049804,FPVOM,50.28,449
IN00054560,WTBVV,743.15,685
IN00076939,BSVZF,502.9,605
IN00003025,OZBHJ,258.67,886
IN00061606,IPAHZ,191.6,926
IN00086213,ORKHD,702.48,200
IN00030590,PAWDH,824.56,32
IN00029650,IXYYR,841.29,695
IN00029335,REHKK,571.47,567
IN00019968,DHUYT,339.65,272
IN00079898,MHHGW,688.45,692
IN00055724,MVKDB,710.3,415
IN00013264,VHJMQ,569.15,925
IN00073377,UVYDV,725.31,570
IN00048252,CIWDL,531.92,370
IN00070879,JKOQS,317.31,917
IN00007731,DFQQW,693.35,812
IN00092001,SKWNB,73.51,278
IN00039824,TGLKN,81.47,569
IN00097063,NTXWS,586.3,523
IN00011772,QGYCQ,996.65,129
